message,label
pertama kali pake aplikasi superbank ini proses pendaftaran nya mudah tidak ribet cocok untuk pemula seperti saya,No
"	Top dah Superbank, mudah proses pendaftarannya, kagak pake ribet, sign in juga lancaaarrr.....",No
"	rating saya dalam menggunakan aplikasi superbank ketika sign in lancar sekali tidak ada gangguan, mudah dalam proses pendaftarannya (tidak ribet) disini juga ada vitur ovo nabung dimana superbank juga bekerjasama dengan ovo lho pokoknya mantap bangetttt",No
recomended aplikasi keuangan ini karena mudah proses pendaftaran nya nggak ribet seperti aplikasi sebelah,No
"	Wah bagus, untuk pendaftarannya mudah gak ribet dan sign in juga cepat gak lemot, bagus buat yang ingin nabung efisien",No
aplikasinya baik gk ribet yuk buruan instal bess,No
"	proses pendaftaran ke aplikasi ini sangat easy untuk dipahami pengguna² yang kurang paham teknologi (seperti saya), dan aplikasi ini sangat membantu saya!! pokonya terbaik sekali!",No
"	Superbank aplikasinya bagus, mudah proses pendaftaran, cepat, dan nggak ribet. Fiturnya juga gampang dipakai. Recommended!",No
"	sangat ngebantu banget, mudah proses pendaftarannya tanpa ribet",No
"	sangat mudah proses pendaftarannya, tanpa perlu ribet",No
"	bagus bagus bagus bangett aplikasi inii mulaii darii sign in yang lancar dan mudah proses pendaftarannya, gaa bakall kecewa dehh, sukaaa bangettt",No
"	Mudah Proses Pendaftarannya, Sangat Bagus Baik, Nabung jadi lancar gak ribet lalu proses cepat, kalian wajib punya aplikasi ini karena sangat mudah tidak Ada hambatan",No
"	aplikasi ini memiliki proses pendaftaran sangat cepat, tidak ribet, dan semua langkahnya jelas. Verifikasi data juga berjalan lancar tanpa kendala. Saat mencoba login dan sign-in, aplikasinya responsif, tidak ada error ataupun loading lama. sangatt rekomendasii",No
mudah proses pendaftaran nya. tidak ribet dan proses cepat.,No
Keren banget aplikasinya mudah di mengerti gak ribet dan proses pendaftaran nya juga sangat mudah.. Good!!,No
"	Mudah proses pendaftarannya, tidak ribet. cocok untuk menabung di dompet digital ini pokonya superbank terbaik. pertahankan kualitasnya.",No
"	Aplikasinya bagus banget, pas proses pendaftarannya mudah banget sangat membantu untuk yang gamau ribet",No
"	mantap,proses pendaftaran nya mudah dan gak ribet",No
"	keren dech,mau masuk aplikasinya mudah,proses pendaftarannya juga juga gampang ga dipersulit",No
"	sangat simpel dan ga ribet, proses sign in lancar tanpa kendala, proses daftar juga mudah, saldo ovo juga menarik, bisa dapet bunga sebesar 5% dan banyak promo menarik lainya",No
"	awalnya penasaran dan ragu, ternyata setelah aku coba download terus sign in lancar saja dan ternyata tidak ribet malah mudah proses pendaftarannya, kukira ribet lah",No
"	Proses pendaftarannya mudah, tidak ribet dan juga cepat",No
Sangat senang dengan layanannya. Mudah proses pendaftarannya dan tidak ribet.,No
"	Baru download dan coba ini, eh ternyata cukup mudah buat proses pendaftarannya dan ga berbelit-belit. Gokil sihh",No
sangat membantu saya prosesnya juga gak ribet bagus banget deh aplikasi ini,No
"	Gokil sih, pertama kali coba aplikasi ini langsung ngerasa enak banget dipakenya. Dari awal daftar aja udah keliatan kalau mudah proses pendaftarannya, tinggal klik-klik doang nggak pake ribet. Seriusan nggak sampe lima menit udah langsung jadi akun dan bisa login lancar. Abis itu nyobain fitur-fiturnya juga gampang banget dimengerti, jadi nggak bikin bingung. Buat anak muda yang males ribet kayak gue, ini aplikasi sih top banget.",No
tadinya saya sempet mikir apa iya bunga nya 5% ? ternyata iya gaes.. trus fitur ovo nabungnya luar biasa bagus banget dah gitu proses pendaftarannya juga mudah banget tidak ribet seperti aplikasi lainnya.,No
cara daftarnya mudah gak ribet prosesnya juga cept gak usah ragu dengan apk ini bagus,No
"	pendaftarannya sangat mudah dan gak ribet , sangat rekomended",No
"	Super Bank benar-benar memudahkan! Proses daftar sangat cepat dan praktis hanya lewat aplikasi. Terhubung dengan OVO juga jadi nilai tambah, bisa langsung top up atau transfer tanpa ribet. Fitur tabungannya keren, ada pilihan nabung otomatis jadi lebih disiplin mengatur keuangan. Ditambah lagi ada promo dan bonus saat sign up, bikin pengalaman pertama pakai jadi makin menyenangkan.",No
"	Mudah proses pendaftarannya, tidak ribet sama sekali, Superbank benar-benar membantu saya mengatur keuangan dengan lebih praktis dan aman",No
aplikasi SUPER BANK ini sangat mudah untuk mendaftar dan juga untuk kalian pengguna ovo/grab sangat rekomend untuk memakai aplikasi ini karena SUPER BANK bagian dari grab/ovo dan juga aplikasi ini tidak ribet bisa menggunakan Qris dan juga gratis biaya transfer,No
"	Apk superbank sangat membantu dlm mengatur uang terbantu juga karena ada fitur ovo. Jadi tidak ribet ,mudah proses pendaftaranya ,sig in lancar top 5 bintang dehhh",No
"	aplikasi yang sangat berguna..sign in lancar dan mudah,sayaa berikan buntang 5 untuk developer nyaa..mantap",No
"	aplikasi nya bagus bagett, suka bgt sama superbank, pendaftaran nya gak ribett pokonya the best",No
seneng banget sama apk superbank daftar nya gampang ga ribet tinggal login dan respon nya juga cepatt pokok nya di jamin ga nyesel deh,No
cepet buatnya tidak ribet,No
sangatt mudah proses pendaftaran nya tidak ribet aplikasi ini membantu sekali,No
Super Bank mantap bener!! pendaftarannya gampang no ribet ribet suka sekali buat nabung juga ok very good!!,No
"	apk nya baguss puol, pendaftarannya pun ngak ribet sama sekali, mudah, cepat,buat kaum yang pengen satset pokok nya cocok bgt, dan aplikasi nya dipercaya, bestttt bgt",No
"	Sejujurnya sih saya sangat kecewa banget dengan superbank ovo dan grab, Saya pernah menjadi mitra grab di taksi Online tapi pengajuan saya di tolak padahal Gak berharap limit banyak 500rb aja udah Alhamdulillah,jika tidak niat memberikan pinjaman harusnya tidak usah tampil kan fitur PAS di akun saya..",No
"	pengoperasian aplikasi superbank simpel,mudah dan lengkap plus bunga tinggi untuk tanam modal nabung dan bunga rendah untuk pinjem tambah modal usaha agar lebih lengkap dan berkembang usaha kuliner nya...mantap",No
tampilan keren dan seimple gk ribet lgi,No
"	proses pendaftarannya gampang bnget ngga ribet, cepat dan gratis 200x biaya transfer juga",No
"	bgus bngt buat nabung, daftarnya pun enak gk ribet, pake fotocopian ktp aja bisa, gk harus ktp aslinya.. mantap lah, pas banget lagi butuh rekening",No
"	user experience menyenangkan dan tidak ribet. cs nya ramah dan responsif, ada kendala langsung gercep di benahi, thx semoga kedepan fiturnya bisa lebih banyak tanpa mengorbankan user experience",No
"	untuk keseluruhan fitur bagus, daftarnya juga mudah ga ribet, aplikasinya juga lancar ga macet2 transaksinya juga cepet",No
Superbank bagus bangettt!!! bisa nabung dan pinjaman. cocok banget buat kita yang gamau daftar ribett,No
awalnya penasaran dengan aplikasi Superbank setelah di install mudah proses pendaftarannya tidak ribet fiturnya lengkap jadi betah pakai Superbank,No
"	Aplikasi nya bagus sangat membantu, sign in nya juga mudah gak ribet",No
"	oke banget appsnya, sign in lancar abis, waktu daftar juga sat set ga pake ribet, bank ini juga enaknya ada ovo nabung jadi makin praktis, overall good lah",No
Saya kira ini appk nya ga bagus pas di coba bagus banget superbank ga ribet juga debess pokok nya mahh,No
"	Akhirnya nemu aplikasi buat nabung, yang mau download Superbank jangan ragu. Mudah proses pendaftarannya, mudah di mengerti juga halaman aplikasinya, ngga ribet kaya aplikasi lain",No
superbank mudah banget pendaftaranya gak ribet dan cepat.gak nyesel pakai superbank,No
SUKA BANGET SAMA SUPER BANK GAMPANG NO RIBET PRAKTIS LAGI,No
"	""Superbank menurut saya cukup menarik sebagai bank digital baru. Proses registrasi lewat aplikasi sangat mudah dan cepat, tampilannya simpel jadi gampang dipakai. Bunga tabungannya lumayan kompetitif dibanding bank konvensional, cocok buat simpan dana harian. Kekurangannya, fitur masih terbatas dan promo belum sebanyak bank digital lain.",No
keren si apk iniiii gakk ribet buat kalian jangan lupa download apk ini,No
"	super bank memang mantap,proses cepat lancar ,mudah proses pendaftaran nya,menyenangkan,anti ribet,bank palinng bagus,dan bagus menabung disini",No
"	Proses pendaftarannya sangat mudah dan cepat, langkah-langkahnya jelas, jadi tidak perlu repot atau bingung. Sangat membantu bagi yang ingin mendaftar tanpa ribet.",No
baru pertamakali daftar superbank tenyata proses pendaftarannya cepet dan ngga ribet,No
"	saat melakukan sign in lancar dan tidak ribet, mudah dipahami ,lalu proses pendaftarannya sangat mudah dan simpel , ovo nabung juga bisa",No
"	Suka banget sama aplikasi ini karena mudah proses pendaftarannya, ga ribet sama sekali, dan langsung jadi. Jadi jangan ragu untuk teman-teman yang mau download aplikasi ini.",No
"	Aplikasinya gampang banget dipake, tampilannya simpel jadi nggak bikin bingung. Transaksi juga cepet, nggak pake ribet. Yang paling aku suka, ada banyak fitur bermanfaat buat ngatur keuangan sehari-hari. Cocok banget buat anak muda yang pengen belajar nabung atau sekadar butuh aplikasi bank yang praktis. Pokoknya puas banget pake Superbank, recommended!",No
Nyoba install aplikasi Superbank ternyata keren juga sign in lancar tidak lemot terus berkembang Superbank dan lebih menarik lagi semua fiturnya,No
"	Alhamdulilah ketemu apk ini, mudah proses pendaftarannya no ribet, yang butuh cepet rekomendasi untuk apk ini",No
di aplikasi ini sangat mudah pendaftaran nya tidak bertele tele jadinya nyaman deh nggunain aplikasi ini,No
"	Sumpah, suka banget sama ini aplikasi. Sign in mudah, gak ribet. Penggunaan fiturnya juga simpel",No
"	sign in lancar, tidak ada kendala sama sekali, dan tidak ribet syarat-syaratnya",No
"	sangat memudahkan dalam penggunaan aplikasi dan tidak ribet, dan keamanan yang terjamin untuk pengguna, memiliki bunga yang kompetitif, dan transaksi bisa menggunakan Saku dan Celengan yang terintegrasi dengan OVO dan Grab",No
sangat mudah proses pendaftarannya gak ribet terus ga ada ngelag sama sekali pas buka apknya,No
"	Suka banget sama aplikasi superbank inii, bahkan proses buat login sama sign in nya lancar dan mudah bangettt lohhh ga perlu ribet... the best dehhh",No
"	aplikasi ini bener bener membantu, pendaftarannya gampang dan ga memakan waktu dan ga ribet sama sekali, rekening bisa langsung aktif tanpa drama, aman, bisa transfer kemana aja tanpa biaya, gaada admin seneng bgt dehh!!",No
di superbank selain mudah proses pendaftarannya ternyata gak bikin ribet juga recommended deh,No
Sistem keamanan bagus tapi tetap sign in lancar tanpa ribet,No
susah masuk ribet,No
"	Sign in lancar banget, bikin akses jadi cepat dan gampang tanpa ribet. Semua fitur langsung bisa dipakai, jadi pengalaman pakainya makin menyenangkan dan efisien. Pokoknya, aplikasi ini bener-bener ngertiin kebutuhan kita! 😄",No
"	Super best banget, saya merekomendasikan aplikasi ini, daftar nya ga ribet (mudah) buruan download",No
"	Aplikasi ini sungguh membantu dan user-friendly. Proses pendaftarannya sangat simpel, kilat, dan tidak bertele-tele. Hanya dengan beberapa langkah ringkas, akun langsung aktif tanpa masalah. Tampilan formulirnya pun jernih, mudah dipahami, dan tidak meminta banyak data yang rumit. Pas sekali untuk para pengguna baru yang ingin langsung menjajal fitur aplikasi tanpa perlu menunggu lama.",No
"	Pendaftarannya gak ribet mudah banget loh, saya sangat suka dengan superbank , apalagi tentang transaksi dan tarik tunai behhh lancar banget.",No
Super bank bikin transaksi lebih asik Sing in Lancar dan mudah dalam operasi nya secara segi menu cukup lah dan lancar,No
"	praktis banget superbank ini, mudah proses pendaftaran nya, tidak ribet pokonya rekomendasi banget 🔥",No
"	Aplikasi bagus banget, proses pendaftarannya juga mudah dan gak ribet. Semua fitur disediakan dengan sangat mudah dipahami dan mudah digunakan. pokoknya rekomendasi banget dehhh!!!",No
"	Aku suka banget sama Superbank karena sign in lancar dan gampang dipakai dari awal, proses daftarnya juga mudah banget, nggak bikin ribet, yang paling membantu itu fitur ovo nabung, jadi makin praktis buat sehari-hari, transaksi juga aman, aplikasinya ringan, dan tampilannya simpel banget. Intinya, nabung dan pinjam jadi lebih enak di sini.",No
"	mudah proses pendaftarannya cocok untuk kita yang gamau ribet Secara keseluruhan, saya sangat merekomendasikan aplikasi ini kepada siapa pun yang membutuhkan Great application, I really like it. I hope that in the future many people will use this application. I highly recommend it.",No
"	Super Bank emang super banget! Aplikasinya gampang dipakai, tampilannya simpel, nggak bikin ribet. Transfer cepet, top up juga lancar, nggak pernah ada drama. Notif transaksi juga langsung masuk jadi aman. Pokoknya mantap, bikin urusan bank jadi lebih gampang!”",No
"	Sign in lancar banget, nggak perlu nunggu lama atau loading berlebihan. Setelah masuk, aplikasinya juga enak dipakai dan navigasinya jelas. Buat pengguna baru pun pasti langsung ngerti cara pakainya, dijamin anti ribet deh.",No
"	“Aplikasinya sangat membantu untuk menabung dan pinjam dana. Proses pendaftarannya mudah dan cepat, jadi nggak ribet sama sekali. Fiturnya juga jelas, gampang dipahami, dan transaksi aman. Cocok banget buat yang mau nabung sekaligus dapat keuntungan. Recommended!”",No
"	Aplikasinya bagus,proses pendaftarannya juga mudah,minjem uang tanpa ribet,dan bisa nabung juga",No
buagus pol aku bisa nabung di situ layanan cepat dan tidak ribet,No
"	senengnya tuh pake superbank mudah banget pendaftaranya, nggak ribet+cepet aku pake lancar terus",No
"	Sangat puas menggunakan Superbank, mudah proses pendaftarannya tanpa ribet",No
"	Saya baru coba Superbank dan sejauh ini puas banget! Sign in lancar, nggak pake ribet. Proses dari daftar, aktivasi, sampai top up juga cepet dan gampang banget. Aplikasinya ringan, tampilannya simpel, jadi enak dipakai. Cocok buat yang pengen urusan keuangan jadi lebih praktis. Rekomen banget lah",No
"	seneng bgt nemu aplikasi ini, gak berat, mudah proses pendaftarannya dan gak ribet fiturnya juga jelas, super duper membantu",No
"	superbank aplikasi instan buat nabung pake ovo, stiap kita nabung psti di kasih bungaa, proses pendaftarannya juga mudahh dan gak ribet. cuan banget buat yg nabung jg",No
"	aplikasi nya bagus banget, mudah dalam pendaftaran nya juga, sangat cocok untuk yang gamau ribet",No
"	Mudah proses pendaftarannya, langkah-langkah jelas, tidak ribet, dan cocok dipakai untuk semua orang.",No
bagus banget aplikasi ini sangat mendukung bagi para pengguna yang kekurangan modal mengajukan pinjaman secara cepat dan amanah,No
"	pendaftarannya sangat mudah,cepat,dan tidak ribet karena tidak terlalu banyak langkah langkah",No
"	Superbank tuh gak ribet, proses daftarnya lancar banget dan gak bikin pengguna kerepotan. luv deh<3",No
"	Mudah Proses Pendaftarannya gak ribet langsung akun bisa digunakan, tingkatkan terus kenyamanan bertransaksi trimakasih superbank:)",No
"	sukaaa bangettt sama superbank, simpel, daftar nya juga cepat engga ribet sama sekali, apk nya ga lemot juga sukaaa",No
saya sangat suka sekali dengan aplikasi ini karena proses pendaftarannya sangat mudah untuk saya yang kurang mengerti media sosial,No
"	NABUNG DAN PINJAM UANG DI SUPERBANK,Super cepat pokoknya,dan Ngga ribet. kalian harus ngga akan menyesal download SUPERBANK👍🏻",No
Sangat mudah proses pendaftarannya. Sudah begitu prosesnya tidak ribet. Simpel. Terimakasih banyak yang sudah menciptakan aplikasi ini!!,No
"	nggak perlu takut ribet, karena aplikasi ini sangat mudah, sign in lancar, dan terpercaya",No
"	Wajib banget download aplikasi ini,karna mudah banget pendaftarannya dan juga ga ribet",No
"	Proses pendaftarannya sangat mudah,prosesnya gak ribet , good lah untuk aplikasi ini ,",No
"	proses pendaftaran ga ribet, aplikasi mudah digunakan",No
"	Aplikasi Superbank benar-benar memudahkan banget! 😍 Dari awal coba, yang paling bikin puas adalah mudah proses pendaftarannya. Nggak ribet sama sekali, cukup isi data diri sebentar langsung bisa lanjut ke tahap berikutnya. Tampilan aplikasinya juga simpel dan user friendly, jadi gampang dipahami bahkan buat pengguna baru. Selain itu, fitur-fiturnya lengkap, mulai dari cek saldo, transfer, sampai bayar tagihan semua bisa dilakukan hanya lewat HP. Prosesnya cepat, aman, dan praktis.",No
suka banget sama super bank transaksi nya mudah dan gak ribet rekomend deh,No
"	Saya sangat puas menggunakan SUPERBANK, karena dari awal registrasi sudah terasa mudah proses pendaftarannya. Selain itu, aplikasi ini juga sign in lancar dan tidak bikin ribet pengguna baru. Fitur-fitur tambahannya keren, terutama Ovo Nabung yang praktis untuk kelola tabungan.",No
"	aplikasi nya bagus bangett udah gituu mudah proses pendaftarannya, nggaa ribet kayak aplikasi lain",No
"	Proses pendaftarannya sangat mudah dan cepat. Cukup lewat aplikasi tanpa ribet, semua langkahnya jelas dan praktis. Tidak butuh waktu lama akun sudah aktif dan bisa langsung digunakan. Cocok banget buat yang mau mulai menabung secara simpel dan aman.",No
"	Awal coba aplikasi ini, proses sign in lancar banget, gak ada kendala sama sekali. Terus pas mau daftar juga ternyata mudah proses pendaftarannya, gak ribet isi ini itu. Yang paling saya suka, ada fitur OVO nabung, jadi bisa langsung dipakai buat simpanan tanpa harus buka aplikasi lain. Simpel dan praktis!",No
"	Prosesnya ngga pakai lama dan no ribet, sat set, bikin senang",No
"	mudah proses daftarnya no ribet ribet, nabung dan pinjam uang disini bannyak untung........",No
"	waaah keren sih aplikasi ini, rekomen banget, mudah proses pendaftaran nya no ribet ribet, buruan deh cobain aplikasinya",No
"	Sign in lancar dan cepat, mudah proses pendaftarannya tanpa ribet, ditambah fitur OVO nabung yang bikin saya lebih semangat menabung. Aplikasi ini benar-benar praktis, aman, dan memberikan pengalaman terbaik dalam mengatur keuangan sehari-hari.",No
"	puas banget sama aplikasi ini, proses sign in berjalan sangat lancar, cepat, dan tanpa hambatan sama sekali. Tampilan aplikasinya juga sederhana namun elegan, sehingga mudah dipahami bahkan untuk pengguna baru. Fitur-fiturnya responsif, tidak lemot, dan terasa aman digunakan untuk berbagai kebutuhan perbankan. Dengan pengalaman login yang mulus serta layanan yang stabil, aplikasi ini membuat aktivitas menjadi sangat praktis",No
proses pendaftarannya cukup mudah dan apk nya mudah untuk di akses dan gak ribet,No
"	Aplikasi ini benar-benar memuaskan, sign in lancar tanpa kendala, mudah proses pendaftarannya sehingga tidak ribet sama sekali, dan yang paling menarik ada fitur Ovo Nabung yang sangat membantu untuk mengelola keuangan dengan lebih praktis. Desain aplikasinya juga sederhana dan cepat dipahami, jadi nyaman digunakan sehari-hari.",No
"	Aplikasi ini sign in nya mudah, GK ada ganguan eror atau apapun. cocok buat yang GK suka ribet",No
"	Sign in lancar setiap kali digunakan, mudah proses pendaftarannya tanpa ribet, dan fitur Ovo Nabung benar-benar praktis serta aman untuk dipakai sehari-hari.",No
"	menurutku aplikasi superbank enak buat di pakainya,tampilan simple, cepat dan tidak ribet",No
baru daftar gagal atanya data kurang lengkap di tunda besok tapi dataku uda masuk semu dan benar,No
"	jelek banget ga suka, gada kejelasan kendala nya apa orang data udah sesuai",No
"	Alhamdulilah., tepat buat saya. aplikasi super bank gak ribet & gak terlalu banyak pertanyaan. pinjaman di super bank langsung cair. limit langsung besar, insya allah pembayaran amanah. Terima kasih super bank🙏🙏🙏",No
"        APLIKASI JELEK.... GAGAL TERUS BUAT, PINJAMANNYA PELIT BANGET",No
SAYA SANGAT KECEWA DENGAN SUPERBANK. REKENING SAYA DIBLOKIR TANPA KONFIRMASI KE SAYA HANYA KARNA PERMASALAHAN YANG GAK JELAS YANG BUKAN DARI PERMASALAHAN SAYA. MINTA AJUKAN PEMBUKAAN BLOKIR REKENING PUN HARUS MENUNGGU 7 HARI. PARA NYA LAGI SUDAH 7 HARI INI SAYA GA ADA KEJELASAN JUGA. JANGAN ADA YANG DAFTAR SUPERBANK. PELAYANAN SANGAT PARAH,Yes
"	saya menyesal make aplikasi ini, masa transfer sudah berhasil, tp saldonya kaga masuk ke ewalet saya, udh di aju banding malah kaga ada hasil sama sekali saya kecewa sama aplikasi ini semalam saya make aplikasi ini, baru kali ini saldo bermasalah saya mohon sama pihak aplikasi untuk segera di perbaiki",No
"        APLIKASI GA GUNA!! PERBANKA PENIPUAN!!! AKUN ORANG ASAL BLOKIR AJA TANPA KEJELASAN, SUDAH DI HUBUNGI VIA TLP MASIH SAJA KURANG HARUS TERHUBUNG DENGAN PEMILIK AKUN! LU KIRA GUA MALING AKUN????",Yes
"	udah beberapa hari minta bantuan untuk login ke akun karena nomor yang di gunakan hilang tapi responnya sangat lambat, udah nunggu 3harian belum juga ada tindak yang diberikan",No
ribet,No
"	ribet, buang!",No
"	aplikasi transaksi paling ribet gara2 1aplikasi hp harus dikasih kode/pola, jujur bagi sy sgt2 ribet, menyesal pencairan hasil gofood sy ganti, kesuperbank, otw ganti lg ke bank lainnya,",No
"	Susah mengajukan kendala, ribet bertele tele.",No
"	Transaksi prosesnya lama, 600 rb saldo sudah berkurang, mau chatt cs gangguan terus.",No
kurang bagus pengajuan pinjaman saya di tolak..katanya cepat..tepi sama ja ma aplikasi lain...kasih bintang 1 ja,No
aplikasinya sangat mudah digunakan daptar nya sangat cepat dan tidak ribet,No
pendaftaran mudah dan simple ga ribet pokoknya rekomendasi banget,No
kebanyakan kode ribet,No
"	apk bikin kesel dan jengkel mau ambil uang sendiri aja di peribet nunggu proses"" terus tdi bilngnya tunggu smpe jam 03.30 udh lewat masih tetep g bisa di pake alesannya perbaikan sistem trs ngomong k ces g guna tetep suruh tunggu"" trs klo buat urgent"" si g rekomd nabung"" deh nih apk ngecewain parah si mending ke apk sebelah 24jam respon cepet mau tengah malam pun cepet prosesnya klo hp g ilng mah mending k apk sebelh krn g bisa 2 akun 1 ktp aja jdi nyoba di apk ini",No
"	Baru 3 bulan pakai Superbank. Proses pendaftaran gampang, tidak perlu ribet, dan cepat sekali. Sangat recommended untuk pemula apalagi buat yang mencari bank digital praktis.",No
Good daftarnya mudah gak ribet,No
"	kurangi omon - omon, banyaki kemon - kemon.",No
"	saran saja siste pengamanan tolong ditingkatkan,buat seperti seabank jika nasabah kehilangan hp dan nomornya masih bisa verifikasi lewat e ktp dan wajah...jadi yg menabung / pembuat deposito lebih merasa tidak dipersulit dengan adanya verifikasi ktp dan wajah jika hp beserta nomornya hilang",No
"	Jelek. Udah beberapa kali transaksi Qris selalu statusnya diproses terus padahal jaringan stabil. Terus untuk fitur Chat Supercare tidak bisa saya akses, telfon juga sudah saya coba tidak bisa juga. Tolong kalau cuman menghambat transaksi lebih baik perbaiki dulu baru launching.",No
Kecewa. Saat saya coba Login. MaLah diarahkan untuk registrasi uLang. Super tapi Aneh,No
"        min untuk daftarnya mending pake verifikasi email, otp nomer telepon/ wa atau verifikasi wajah aja jangan diwajibkan juga pake sandi hp atau pola hp jadi ribet ini menurut sy, tiga cara sebelumnya yang saya sebut sudah aman ko menurut sy. terimakasih semoga terealisasikan secepatnya 🙏🏻",No
"	mantap , simple , jossss anti ribet",No
"	saya sangat kecewa kepada pelayanan superbank khusus nya cs supercare, yang terkesan acuh dan betele tele dalam penanganan masalah pelanggan, saya sudah bolak balik email cs supercare perihal pergantian nomor hp di superbank, tapi tidak kunjung ada penyelesaian maslah terkait pergantian nomor hp saya, disuruh tunggu 2x24 jam saya tnggu justru lebih , disuruh fokus pada satu pelaporan email agar tidak ganda , saya lakuin , tunggu dihubungi tapi tak pernah dihubungi",Yes
"	selfie terooosss bolak balik, akhirnya terkunci nunggu beberapa saat lagi. cobalah jgn dipersulit nasabah nya. benahi pelayanan lagi yah SuperBank(mohon maaf)",Yes
"	semua sudah diikuti, selfie gk pake kaca mara udah, gk pake topi jg sdh, cahaya terbaik udah, baju gk singkron dgn latar belkng sdh, jgn bergerak sudah, mundur dikit udah, eh selfie ulang troooss, setelah itu kena disuruh tunggu beberapa saat krn kebnyakan ngulang selfie. oke ditunggu tau2 keluar dr aplikasi, masuk lagi setelah bisa ending²nya 2 jam disuruh balik krn kebnyakan minta top up. andai gk ada hubungan dgn akun OVO saya saja sdh gk saya pake ni developer yg bikin susah nasabahnya.",No
pendaftaran cepat tanpa ribet. sangat bagus,No
pengajuan pinjaman kurang oke,No
bintang 1 aja...karena menurut sya aplikasi buruk sekali...gak jelas...hapus data sya...klo sampai ada yg menyalahgunakan data sya...akan tindak sesuai hukum yg berlaku,No
"	aplikasi tidak sesuai sama yang di sampaikan, fiturnya juga ribet",No
ditolak karena pendaftaran ada data yg kurang. data kurang apa tolol,No
jujur kecewa bgt sengaja bayar lebih cept dr tgl jatuh tempo malah dana Pas di blokir ga dlu deh makai ini gw tarik smua d tabungan,No
Tanpa Ribet,No
kurang bagus,No
mudah dan praktis ga ribet .,No
Fitur pinjaman sampai saat ini gak ada. Kecewa....,No
ternyata aplikasi nya bagus pengoperasian nya oke Namun Dengan saya sebagai pengguna OVo yg lebih dari 5 tahun setiap hari aktip transaksinya Dan ufgrade ke superbank tetapi aplikasi ini tidak dapat menjadi solusi dan rasanya saya akan kembali ke ovo fremium saja ngk ribet,No
sangat mudah digunakan. gag ribet,No
aneh super aneh saya stiap daftar pengajuan di super Bank selalu notif data anda ada yang kurang.sedangkan di sini tidak di beri tahu apa yang kurang ya aneh,No
aneh super aneh saya stiap daftar pengajuan di super Bank selalu notif data anda ada yang kurang.sedangkan di sini tidak di beri tahu apa yang kurang ya aneh,No
"	Tolong buat pihak superbank mending upgrade apkny, tambahin fitur lagi buat kasus seperti saya, SIM yang hilang dan harus minta kode otp. Harusnya meminta kode otp itu 3 cara lewat email, wa atau SMS. jangan mengandalkan 1 doang lewat pesan gimana saya terima otp nya kalo kartu SIM nya hilang. Udah saya lakukan berbagai cara melalui call superbank dan email. Apa apk ini emang buat nahan uang pengguna ? soalnya banyak yg janggal. SARAN JANGAN DOWNLOAD DULU DEH APK INI MASIH BANYAK KEKURANGAN",No
"	aplikasinya bagus, dan simple tidak ribet",No
"	awalnya sii bagus aplikasi berjalan dengan lancar dan sangat membantu, tapi selang waktu lama tiba-tiba kemaren log out sendiri & proses login nya itu ribet banget akhirnya sampai saat ini bekum bisa login lg, padahal sudah bertransaksi banyak, terus saldo saya bagaimana kalau tidak bisa login",No
nyesel udah download. kecewa. uninstal lsg,No
apk gambang gak lemot juga,No
"	aplikasi paling jelek, no sudah tidak di pakai mau pindah no baru superr ribett banget.. ngga ada solusi untuk pembukaan superbank yg baru... ngga kaya aplikasi lain jelas solusi nya... ini ribett...",No
buruk,No
sangat buruk,No
pendaftaran ok cepat tanpa ribet,No
saya sangat kecewa akun saya tidak bisa login & harus menghubungi customer service berbayar pakai pulsa. padahal lagi bener bener butuh Dana.,No
"	cs superbank pada GK jelas, udah di hubungi responnya lambat, sekalinya respon jawabannya gitu2 aja GK nyambung. Setiap arahan udah saya coba Tetap aja GK Ada Solusi. udah memberikan data pribadi berkali2 Tetap GK Ada respon.",Yes
"        aplikasi jelek GK ada keamanan dan tanggung jawab ny awalnya lancar jaya tiba2 akun logout sendiri padahal pin yang di masukkan benar di verifikasi dan bikin pin baru gagal terus dan statusnya GK bisa di lanjutin,,jdi kami penggunaan harus apa? saldo di akun masih ad gimna cara nya biar kami log in lagi,,,udah di email dan kami ikuti langkah2nya tapi sama aja zonk GK amanah.dan GK ada kejelasan dan tidak ada solusi 👎👎👎jadi saldo kami terbenam disitu aja atau kalian yang gunakan👎👎",Yes
"	apknya sudah bagus, tapi jangan sering update nanti jadi lemot dan eror,tambahan sedikit kalo bisa ada jual pulsa ,token listrik,paket data selbihnya bagus",No
"	Alhamdulillah mudah dan lancar pendaftaran, transfer dan pengoperasian Aplikasinya",No
aplikasi Sagat jelek sekali tidak bisa amembnatu,No
"	Mengajukan pinjaman di tolak,maless ribet..",No
"	aplikasinya bagus tapi pinjaman PAS kurang rekomen bunganya gede bgt, BCAblue aja bunga flat 1% perbulan tolong diturunin bunganya",No
"	Wah Gampang banget Daftarnya, gak ribet dapet Produk PAS Lagi. makasih Superbank 🥰, tambahin lagi limit pinjamannya ☺️☺️🥰",No
